timestamp,iso_timestamp,raw_line,timestamp,device,type,code,value
1762064954.0920973,2025-11-02T15:29:14.092097,[   21387.153981] /dev/input/event4: 0003 0030 00000000,21387.153981,/dev/input/event4,0003,0030,00000000
1762064954.1059499,2025-11-02T15:29:14.105950,[   21387.153981] /dev/input/event4: 0003 0039 ffffffff,21387.153981,/dev/input/event4,0003,0039,ffffffff
1762064954.1217663,2025-11-02T15:29:14.121766,[   21387.153981] /dev/input/event4: 0001 014a 00000000,21387.153981,/dev/input/event4,0001,014a,00000000
1762064954.136797,2025-11-02T15:29:14.136797,[   21387.153981] /dev/input/event4: 0001 0145 00000000,21387.153981,/dev/input/event4,0001,0145,00000000
1762064954.1521995,2025-11-02T15:29:14.152200,[   21387.153981] /dev/input/event4: 0000 0000 00000000,21387.153981,/dev/input/event4,0000,0000,00000000
1762064954.1679573,2025-11-02T15:29:14.167957,[   21387.514316] /dev/input/event4: 0003 0039 00000061,21387.514316,/dev/input/event4,0003,0039,00000061
1762064954.182762,2025-11-02T15:29:14.182762,[   21387.514316] /dev/input/event4: 0003 0035 000001d9,21387.514316,/dev/input/event4,0003,0035,000001d9
1762064954.1987605,2025-11-02T15:29:14.198761,[   21387.514316] /dev/input/event4: 0003 0036 000005ea,21387.514316,/dev/input/event4,0003,0036,000005ea
1762064954.2140362,2025-11-02T15:29:14.214036,[   21387.514316] /dev/input/event4: 0003 0030 0000000d,21387.514316,/dev/input/event4,0003,0030,0000000d
1762064954.228942,2025-11-02T15:29:14.228942,[   21387.514316] /dev/input/event4: 0001 014a 00000001,21387.514316,/dev/input/event4,0001,014a,00000001
1762064954.2445815,2025-11-02T15:29:14.244581,[   21387.514316] /dev/input/event4: 0001 0145 00000001,21387.514316,/dev/input/event4,0001,0145,00000001
1762064954.2604153,2025-11-02T15:29:14.260415,[   21387.514316] /dev/input/event4: 0000 0000 00000000,21387.514316,/dev/input/event4,0000,0000,00000000
1762064954.276137,2025-11-02T15:29:14.276137,[   21387.538900] /dev/input/event4: 0003 0030 0000000f,21387.5389,/dev/input/event4,0003,0030,0000000f
1762064954.2912261,2025-11-02T15:29:14.291226,[   21387.538900] /dev/input/event4: 0000 0000 00000000,21387.5389,/dev/input/event4,0000,0000,00000000
1762064954.3066406,2025-11-02T15:29:14.306641,[   21387.547113] /dev/input/event4: 0003 0035 000001db,21387.547113,/dev/input/event4,0003,0035,000001db
1762064954.32155,2025-11-02T15:29:14.321550,[   21387.547113] /dev/input/event4: 0000 0000 00000000,21387.547113,/dev/input/event4,0000,0000,00000000
1762064954.3372064,2025-11-02T15:29:14.337206,[   21387.555699] /dev/input/event4: 0003 0035 000001e3,21387.555699,/dev/input/event4,0003,0035,000001e3
1762064954.352751,2025-11-02T15:29:14.352751,[   21387.555699] /dev/input/event4: 0003 0036 000005e8,21387.555699,/dev/input/event4,0003,0036,000005e8
1762064954.3689008,2025-11-02T15:29:14.368901,[   21387.555699] /dev/input/event4: 0003 0030 0000000d,21387.555699,/dev/input/event4,0003,0030,0000000d
1762064954.3842256,2025-11-02T15:29:14.384226,[   21387.555699] /dev/input/event4: 0000 0000 00000000,21387.555699,/dev/input/event4,0000,0000,00000000
1762064954.3993,2025-11-02T15:29:14.399300,[   21387.563809] /dev/input/event4: 0003 0035 000001f4,21387.563809,/dev/input/event4,0003,0035,000001f4
1762064954.4149745,2025-11-02T15:29:14.414974,[   21387.563809] /dev/input/event4: 0003 0036 000005e5,21387.563809,/dev/input/event4,0003,0036,000005e5
